TICKER,MARKET CAP,COMNAM,SECTOR,NUM PATENTS,PATENT MCAP RATIO,PATENT FACTOR
RVSN,3478004.0,RADVISION LTD,Industrials,6,1.7251274006585386e-06,15.280223121701056
SAI,25036094.0,S A I C INC,Financial Services,1,3.994233285751364e-08,0.12070962025971475
SANG,108180488.0,SANGSTAT MEDICAL CORP,Technology,5,4.621905569514532e-08,0.03364258885877167
SANM,2926640128.0,SANMINA CORP,Technology,29,9.908973680278875e-09,0.0072126858180927116
SAVA,1244557696.0,CASSAVA SCIENCES INC,Healthcare,2,1.606996611268394e-09,0.0038554036779382345
SBUX,109975724032.0,STARBUCKS CORP,Consumer Cyclical,4,3.637166324848297e-11,0.00016974013339162482
SCKT,8641281.0,SOCKET COMMUNICATIONS INC,Technology,20,2.3144716622454472e-06,1.6846908139315375
SCNI,3465312.0,SPECIALTY CARE NETWORK INC,Healthcare,1,2.8857430442049663e-07,0.6923290483749711
SEEL,11500210.0,SEELOS THERAPEUTICS INC,Healthcare,12,1.0434592063971006e-06,2.503400712803367
SERA,153548848.0,SIERRA SEMICONDUCTOR CORP,Healthcare,207,1.3481051971161646e-06,3.2342879249178744
SFE,16741356.0,SAFEGUARD SCIENTIFICS INC,Financial Services,1,5.973231797949939e-08,0.18051688283353645
SGEN,43154776064.0,SEAGEN INC,Healthcare,26,6.024825609439177e-10,0.0014454376972975957
SGMO,73616744.0,SANGAMO BIOSCIENCES INC,Healthcare,46,6.248578448402988e-07,1.4991190499676121
SGRP,22776180.0,S P A R GROUP INC,Industrials,1,4.3905518835906635e-08,0.3888907705196742
SHYF,430336992.0,SHYFT GROUP INC,Industrials,5,1.161880129514871e-08,0.10291290726053588
SIGA,395269280.0,S I G A TECHNOLOGIES INC,Healthcare,3,7.589762604369356e-09,0.018208873904511636
SIGI,6067332608.0,SELECTIVE INSURANCE GROUP INC,Financial Services,315,5.1917377923976175e-08,0.1568993728142841
SIRI,20743452672.0,SIRIUS SATELLITE RADIO INC,Communication Services,7,3.3745587635219305e-10,3.595564989789331e-05
SLAB,4236180736.0,SILICON LABORATORIES INC,Technology,503,1.1873903200715561e-07,0.08642946886785603
SLE,7919450.0,SARA LEE CORP,Communication Services,119,1.5026296018031556e-05,1.60103965213685
SLM,4129445888.0,S L M CORP,Financial Services,1,2.421632410551641e-10,0.0007318409010537258
SLNG,80608560.0,STABILIS ENERGY INC,Energy,2,2.481126073955421e-08,0.9989144141249385
SLS,36871644.0,S L S INTERNATIONAL INC,Healthcare,1,2.712111236482973e-08,0.06506724135442313
SMCI,16762102784.0,SUPER MICRO COMPUTER INC,Technology,31,1.8494099695886937e-09,0.0013461750419258586
SMSI,57540724.0,SMITH MICRO SOFTWARE INC,Technology,13,2.2592694523621218e-07,0.16445094380191905
SMTC,1432908288.0,SEMTECH CORP,Technology,72,5.024745868452957e-08,0.03657484057813201
SNBR,371429856.0,SLEEP NUMBER CORP,Consumer Cyclical,8,2.153838704877833e-08,0.10051585119227573
SNOA,1982130.0,SONOMA PHARMACEUTICALS INC,Healthcare,1,5.045077769873822e-07,1.2103828504095935
SNPS,84545814528.0,SYNOPSYS INC,Technology,496,5.866641687339047e-09,0.004270295255937238
SNT,27969670.0,SENESCO TECHNOLOGIES INC,Industrials,20,7.150602777937673e-07,6.333607932946505
SNY,120109252608.0,SANOFI,Healthcare,320,2.664241039317616e-09,0.006391877014470929
SONO,2128801536.0,SONOSIGHT INC,Technology,32,1.5031932032578164e-08,0.010941658186628537
SPEC,24705290.0,SPECTRUM CONTROL INC,Industrials,3,1.2143148289293506e-07,1.0755728254590162
SPWR,1075678848.0,SUNPOWER CORP,Technology,47,4.3693338478660874e-08,0.03180413360239064
SRCL,4616918016.0,STERICYCLE INC,Industrials,3,6.4978411780401e-10,0.00575542785836732
SRDX,534388992.0,SURMODICS INC,Healthcare,70,1.309907222040981e-07,0.31426457817036346
SRM,25231500.0,SENSORMATIC ELECTRONICS CORP,Consumer Cyclical,36,1.4267879436418763e-06,6.658567528814768
SRPT,8698907648.0,SAREPTA THERAPEUTICS INC,Healthcare,27,3.1038379866244098e-09,0.007446529946264803
SSKN,21309670.0,STRATA SKIN SCIENCES INC,Healthcare,3,1.40781157099101e-07,0.33775316454206483
SSNC,14888087552.0,SS & C TECHNOLOGIES INC,Technology,1,6.716779415134918e-11,4.889105692875069e-05
SSTI,325520160.0,SILICON STORAGE TECHNOLOGY INC,Technology,214,6.574093598381126e-07,0.4785245495023168
SSYS,873553984.0,STRATASYS INC,Technology,45,5.151370244337412e-08,0.037496532238272685
STAA,1630992640.0,STAAR SURGICAL CO,Healthcare,28,1.716745944359381e-08,0.04118707271413947
STRC,18228420.0,S R I SURGICAL EXPRESS INC,Technology,1,5.485938989775307e-08,0.039931839186559036
STRL,2393661184.0,STERIS CORP,Industrials,171,7.143868194171293e-08,0.6327642811614435
STRR,16459247.0,STAR EQUITY HOLDINGS INC,Healthcare,15,9.113418129031055e-07,2.1864330968017867
STRT,89122464.0,STRATTEC SECURITY CORP,Consumer Cyclical,37,4.151590781870663e-07,1.937474149278995
STX,17630027776.0,SEAGATE TECHNOLOGY,Technology,2204,1.2501398341529192e-07,0.0909969704569219
SUNW,20442276.0,SUN MICROSYSTEMS INC,Technology,5686,0.0002781490671586667,202.46313056657252
SURG,76120872.0,SYNERGETICS USA INC,Technology,15,1.9705502059934363e-07,0.14343523338744527
SVC,1402414208.0,STEWART & STEVENSON SVCS INC,Real Estate,7,4.9913926713440715e-09,0.002663727049820936
SWBI,595137792.0,SMITH & WESSON BRANDS INC,Industrials,30,5.040849430714694e-08,0.4464905258290904
SWKS,18009333760.0,SKYWORKS SOLUTIONS INC,Technology,342,1.8990152803964692e-08,0.01382282466701585
SWTX,2449373952.0,SOUTHWALL TECHNOLOGIES INC,Healthcare,11,4.490943488240378e-09,0.01077438491193118
SY,119143136.0,SYBASE INC,Healthcare,60,5.03595943621964e-07,1.2081952380113785
SYNA,4622060544.0,SYNAPTICS INC,Technology,73,1.5793821674353212e-08,0.01149623334158323
SYPR,43561924.0,SYPRIS SOLUTIONS INC,Consumer Cyclical,2,4.591165440718367e-08,0.21426158848071314
SYT,122618368.0,SYNGENTA A G,Technology,663,5.407020259803164e-06,3.9357394220997333
TACT,69607256.0,TRANSACT TECHNOLOGIES INC,Technology,24,3.447916406875743e-07,0.2509718823790634
TATT,86488576.0,TAT TECHNOLOGIES LTD,Industrials,2,2.3124441313497866e-08,0.20482349460106253
TAYD,84794832.0,TAYLOR DEVICES INC,Industrials,1,1.179317154611498e-08,0.10445738237555319
TBIO,11949172.0,TRANSGENOMIC INC,Healthcare,44,3.682263507463111e-06,8.834251528760669
TCRT,10948529.0,ALAUNOS THERAPEUTICS INC,Healthcare,1,9.133647086288943e-08,0.21912862990839843
TEAM,59240026112.0,NATIONAL TECHTEAM INC,Technology,1,1.6880478717369002e-11,1.2287204848439626e-05
TER,16076756992.0,TERADYNE INC,Technology,337,2.0961939038308256e-08,0.015258076698925576
TERN,392395072.0,TERAYON COMMUNICATION SYSTEMS,Healthcare,26,6.625975160055017e-08,0.15896616596994764
TGTX,2798056704.0,T G THERAPEUTICS INC,Healthcare,1,3.5739089867994327e-10,0.0008574294280214729
THMO,2289645.0,THERMOGENESIS HOLDINGS INC,Healthcare,13,5.677736068255123e-06,13.621661904212566
THRM,1627024512.0,AMERIGON INC,Consumer Cyclical,17,1.0448521134511341e-08,0.04876140414588103
THRX,165862880.0,THERAVANCE INC,Healthcare,188,1.1334663910333644e-06,2.7193402040594323
TIGR,661906368.0,TIGERLOGIC CORP,Financial Services,1,1.5107877010181597e-09,0.004565747582483634
TREE,385663040.0,LENDINGTREE INC,Financial Services,1,2.592937088293449e-09,0.007836108431667505
TRIN,663984704.0,THOMSON REUTERS PLC,Financial Services,18,2.710905822312437e-08,0.08192621435971725
TRMB,12878718976.0,TRIMBLE INC,Technology,444,3.447547856486437e-08,0.02509450558049704
TSCO,23493173248.0,TRACTOR SUPPLY CO NEW,Consumer Cyclical,1,4.2565556787230996e-11,0.00019864594141854984
TSEM,3346196992.0,TOWER SEMICONDUCTOR LTD,Technology,86,2.570081803480385e-08,0.01870747987977238
TSLA,805856215040.0,TESLA INC,Consumer Cyclical,13,1.6131910081942748e-11,7.52847773406367e-05
TSRI,18821774.0,T S R INC,Technology,2,1.0625990940067605e-07,0.07734598620353815
TTEC,1031480704.0,T T E C HOLDINGS INC,Technology,3,2.9084402532846606e-09,0.002117037187149523
TTEK,8814091264.0,TETRA TECH INC,Industrials,17,1.9287297454513852e-09,0.01708361993479938
TTMI,1595022080.0,TTM TECHNOLOGIES INC,Technology,2,1.253901137218113e-09,0.0009127075357665976
TTNP,4141725.0,TITAN PHARMACEUTICALS INC DEL,Healthcare,3,7.243358745450265e-07,1.7377803880863898
TWIN,200618128.0,TWIN DISC INC,Industrials,4,1.9938377652492102e-08,0.17660310716676197
TXN,153159532544.0,TEXAS INSTRUMENTS INC,Technology,8594,5.611142745901955e-08,0.04084319023594561
UAL,14294894592.0,U A L CORP,Industrials,4,2.7982018155199e-10,0.0024784922008873793
UCL,87640696.0,UNOCAL CORP,Communication Services,31,3.537169535942526e-07,0.037688254487857197
UCTT,1410825216.0,ULTRA CLEAN HOLDINGS INC,Technology,4,2.835220092919008e-09,0.002063740647133589
UEIC,107113872.0,UNIVERSAL ELECTRONICS INC,Technology,103,9.61593471291935e-07,0.699938441350536
UFPI,7625189888.0,U F P INDUSTRIES INC,Basic Materials,3,3.934328251577307e-10,0.001901026364354412
UFPT,1361999872.0,U F P TECHNOLOGIES INC,Healthcare,3,2.202643378809363e-09,0.005284441376105432
UK,1801478.0,UNION CARBIDE CORP,Real Estate,46,2.5534588820957013e-05,13.626893219387396
ULBI,117812120.0,ULTRALIFE BATTERIES INC,Industrials,1,8.488091038511148e-09,0.07518280962684308
USAU,33743900.0,U S GOLD CORP,Basic Materials,3,8.890495763678769e-08,0.42957947985551953
UTHR,11581572096.0,UNITED THERAPEUTICS CORP,Healthcare,17,1.467849084656771e-09,0.0035215698153695844
UTMD,295805888.0,UTAH MEDICAL PRODUCTS INC,Healthcare,5,1.6902976589837185e-08,0.04055254233618175
UTSI,31711942.0,UTSTARCOM HOLDINGS CORP,Technology,138,4.3516729439023315e-06,3.1675580882740575
VC,3560667904.0,VISTEON CORP,Consumer Cyclical,1466,4.117205084903082e-07,1.9214269513541529
VCEL,1756738944.0,VERICEL CORP,Healthcare,6,3.415419246264515e-09,0.008194055812822128
VECO,1741521920.0,VEECO INSTRUMENTS INC DEL,Technology,148,8.498313934515392e-08,0.061858745790364995
VERU,71830792.0,VERU INC,Healthcare,1,1.3921606210328295e-08,0.033399828854488584
VIA,66251532.0,VIACOM INC,Utilities,5,7.546995290614563e-08,0.8432215069895969
VIAV,2130544128.0,VIAVI SOLUTIONS INC,Technology,642,3.0133147282082485e-07,0.21933747234441991
VIEW,16268160.0,VIEWTRAN GROUP INC,Industrials,8,4.917581336795311e-07,4.355721207411185
VII,98786424.0,VICON INDUSTRIES INC,Financial Services,1,1.012284845941989e-08,0.030592234005013912
VIR,1339829120.0,VIRCO MFG CORP,Healthcare,3,2.239091504444985e-09,0.0053718853922559194
VIRC,171646656.0,VIRCO MFG CORP,Consumer Cyclical,3,1.747776548585951e-08,0.08156564698979135
VIRX,18014514.0,VIRACTA THERAPEUTICS INC,Healthcare,10,5.551079535090428e-07,1.3317795635687801
VITL,599905152.0,VITAL SIGNS INC,Consumer Defensive,17,2.8337812974808392e-08,1.0488505227841565
VNDA,223224160.0,VANDA PHARMACEUTICALS INC,Healthcare,1,4.479801827902499e-09,0.010747654551740132
VOD,22681964544.0,VODAFONE GROUP PLC,Communication Services,25,1.102197296512977e-09,0.0001174382278957981
VOXX,251587056.0,AUDIOVOX CORP,Technology,49,1.9476359705882483e-07,0.14176731917077548
VRA,219179968.0,VIRAGEN INC,Consumer Cyclical,2,9.124921489175507e-09,0.04258439819425514
VRNT,1729145344.0,VERINT SYSTEMS INC,Technology,2,1.1566407687704475e-09,0.0008419122644499414
VRSN,21098964992.0,VERISIGN INC,Technology,45,2.1328060412945587e-09,0.0015524574373836442
VRTS,1580123008.0,VERITAS SOFTWARE CORP,Financial Services,3,1.898586366258392e-09,0.0057377129202459964
VRTX,105825255424.0,VERTEX PHARMACEUTICALS INC,Healthcare,372,3.5152289357539743e-09,0.008433512847923035
VSAT,3237181952.0,VIASAT INC,Technology,78,2.4095031158755205e-08,0.017538636707768968
VXRT,96240696.0,VAXART INC,Healthcare,19,1.974216811565868e-07,0.47364149388908183
WAVE,6936700.0,NUWAVE TECHNOLOGIES INC,Utilities,4,5.766430723542895e-07,6.44280036944478
WB,2422395136.0,WACHOVIA CORP 2ND NEW,Communication Services,1,4.128145673423281e-10,4.398505729566795e-05
WBA,21726609408.0,WALGREENS BOOTS ALLIANCE INC,Healthcare,31,1.4268218026042032e-09,0.0034231397794801926
WDC,16432635904.0,WESTERN DIGITAL CORP,Technology,952,5.7933493175508504e-08,0.04216946155091624
WDFC,3189755904.0,WD 40 CO,Basic Materials,2,6.270072256914616e-10,0.0030296334989392895
WFRD,6414949376.0,WEATHERFORD INTERNATIONAL PLC,Energy,859,1.339059670858422e-07,5.3911247019441335
WINT,3758200.0,WINDTREE THERAPEUTICS INC,Healthcare,2,5.321696556862327e-07,1.2767474638296885
WMG,17332305920.0,WARNER MUSIC GROUP CORP,Communication Services,8,4.6156582031988504e-10,4.917946375583353e-05
WSC,8565861376.0,WESCO FINANCIAL CORP,Industrials,3,3.5022747489300487e-10,0.003102121013017475
WTW,24444739584.0,WEIGHT WATCHERS INTL INC NEW,Financial Services,5,2.0454298491576844e-10,0.0006181488228053366
WULF,428828704.0,TERAWULF INC,Financial Services,5,1.1659667259587176e-08,0.03523665010454294
WVVI,25567330.0,WILLAMETTE VALLEY VINYDS INC,Consumer Defensive,1,3.9112414162918065e-08,1.447644392268223
WW,597061568.0,W W INTERNATIONAL INC,Consumer Cyclical,5,8.374345742514783e-09,0.03908159364863065
WWD,8148082176.0,WOODWARD INC,Industrials,84,1.030917437816474e-08,0.09131295731477447
WYNN,10025086976.0,WYNN RESORTS LTD,Consumer Cyclical,2,1.9949951604290202e-10,0.0009310290330508651
XOMA,180932848.0,XOMA CORP,Healthcare,86,4.753144658398347e-07,1.140344122026331
XRAY,7283746816.0,DENTSPLY INTERNATIONAL INC NEW,Healthcare,85,1.166981804107783e-08,0.027997482434595548
XRTX,5155895.0,XYRATEX LTD,Healthcare,57,1.1055306595654101e-05,26.523185805586607
XRX,2247950848.0,XEROX CORP,Technology,6940,3.087256114240448e-06,2.247196239537837
XTLB,5122116.0,X T L BIOPHARMACEUTICALS LTD,Healthcare,1,1.9523181435172495e-07,0.46838770525352563
YTEN,2668168.0,YIELD10 BIOSCIENCE INC,Basic Materials,20,7.495779875929852e-06,36.21882632651983
ZBRA,13876336640.0,ZEBRA TECHNOLOGIES CORP,Technology,5,3.60325648600004e-10,0.00026227899875491076
ZD,3060288512.0,ZIFF DAVIS INC,Communication Services,22,7.188864681788538e-09,0.0007659677005948784
A,39956586496.0,AGILENT TECHNOLOGIES INC,Healthcare,7334,1.8354921286216972e-07,0.4403595535854476
AA,5550479360.0,ALCOA INC,Basic Materials,433,7.801128009239187e-08,0.3769423664972999
AAP,3731965440.0,AMWAY ASIA PACIFIC LTD,Consumer Cyclical,1,2.6795532168700897e-10,0.0012505001966894018
ABEV,46374912000.0,AMBEV SA,Consumer Defensive,1,2.1563383236177354e-11,0.0007981126066561832
ABM,3008583168.0,A B M INDUSTRIES INC,Industrials,1,3.3238236876289003e-10,0.00294405894572059
ABT,186261880832.0,ABBOTT LABORATORIES,Healthcare,2045,1.0979165414121958e-08,0.02634051274376236
ACCO,536330176.0,A C C O BRANDS CORP,Industrials,4,7.458092382256709e-09,0.06605965195361145
ACEL,843792768.0,ALFACELL CORP,Consumer Cyclical,3,3.5553753406902865e-09,0.016592309250835095
ACN,215954128896.0,ACCENTURE LTD BERMUDA,Technology,410,1.898551336323138e-09,0.0013819447644383563
ACV,207718624.0,ALBERTO CULVER CO,Financial Services,12,5.777045779005353e-08,0.1745879502567775
ADCT,128221568.0,A D C TELECOMMUNICATIONS INC,Healthcare,994,7.752205931532517e-06,18.598597564542914
ADM,40403611648.0,ARCHER DANIELS MIDLAND CO,Consumer Defensive,154,3.811540446969499e-09,0.1410742668804683
AEE,18861045760.0,AMEREN CORP,Utilities,2,1.0603865901441936e-10,0.001184763928029609
AES,12957321216.0,A E S CORP,Utilities,1,7.717644591269195e-11,0.000862288056645944
AESC,,A E S CORP,Utilities,1,,
AFT,209309184.0,AXESSTEL INC,Financial Services,5,2.3888106123427437e-08,0.07219218339522365
AG,1753209472.0,A G C O CORP,Basic Materials,103,5.87493974022974e-08,0.2838709589290797
AGCO,8929428480.0,A G C O CORP,Industrials,103,1.1534892768411535e-08,0.10216969200010478
AGI,5406432768.0,ALLIANCE GAMING CORP,Basic Materials,7,1.2947539163775652e-09,0.006256115842388335
AGL,5311015936.0,A G L RESOURCES INC,Healthcare,1,1.882878929474935e-10,0.0004517282923254191
AGR,12709295104.0,AGERE SYSTEMS INC,Utilities,5439,4.279544975148293e-07,4.781511348843636
AIG,46341660672.0,AMERICAN INTERNATIONAL GROUP INC,Financial Services,7,1.5105198861009864e-10,0.000456493821971889
AIR,2504533248.0,A A R CORP,Industrials,7,2.7949319521271535e-09,0.024755959369824887
AIZ,8587518976.0,AMCAST INDUSTRIAL CORP,Financial Services,2,2.3289613747457293e-10,0.0007038348114216784
AL,4531012096.0,ALCAN ALUMINUM LTD,Industrials,1,2.2070124263910154e-10,0.001954849380674616
ALB,17257932800.0,ALBEMARLE CORP,Basic Materials,209,1.2110372802007897e-08,0.0585160579053053
ALC,37427261440.0,ALLTRISTA CORP,Healthcare,5,1.3359246195491883e-10,0.00032050650608359975
ALG,2430107136.0,ALAMO GROUP INC,Industrials,5,2.0575224548453818e-09,0.018224394427881704
ALK,4987664384.0,ALASKA AIRGROUP INC,Industrials,1,2.0049464499013092e-10,0.0017758705293220453
ALLY,10520855552.0,ALLIANCE GAMING CORP,Financial Services,7,6.653451295288728e-10,0.002010737785736844
ALV,8695044096.0,AUTOLIV INC,Consumer Cyclical,702,8.07356457597429e-08,0.37677901027221555
AM,5953238016.0,AMERICAN GREETINGS CORP,Energy,17,2.8555888332216146e-09,0.11496750915892948
AMCR,13875264512.0,AMCOR LTD,Consumer Cyclical,22,1.5855553586725022e-09,0.007399507034974578
AMK,1965062400.0,AMERICAN TECHNICAL CERAMICS CORP,Financial Services,3,1.5266690767682493e-09,0.004613742646838883
AMN,2649393920.0,AMERON INTERNATIONAL CORP DEL,Healthcare,15,5.66167223634302e-09,0.013583122584215606
AMP,38236909568.0,AMERIPRISE FINANCIAL INC,Financial Services,18,4.707493414965727e-10,0.0014226503607656154
AMPX,307618400.0,AMPEX CORP DEL,Industrials,8,2.600624670045745e-08,0.23034893074522964
AMR,4196156672.0,A M R CORP DEL,Basic Materials,16,3.813013014209971e-09,0.01842408107339187
AMRX,1590963328.0,AMNEAL PHARMACEUTICALS INC,Healthcare,1,6.285500001166589e-10,0.0015079770331968127
AMTD,3649183488.0,AMERITRADE HOLDING CORP,Financial Services,2,5.480678092994813e-10,0.0016563143012481606
ANET,73295159296.0,AUTHORIZE NET HOLDINGS INC,Technology,3,4.093039743435992e-11,2.9793004465362302e-05
AORT,762272512.0,ARTIVION INC,Healthcare,16,2.0989868778057157e-08,0.05035755316402893
AOS,11778623488.0,SMITH A O CORP,Industrials,68,5.773170359785933e-09,0.051135545805744836
APD,60192673792.0,AIR PRODUCTS & CHEMICALS INC,Basic Materials,803,1.3340493940754697e-08,0.06445987490931307
APG,7848825856.0,APOGEE INC,Industrials,1,1.2740759170182818e-10,0.0011285058876575479
APH,59400216576.0,AMPHENOL CORP NEW,Technology,188,3.1649716253048026e-09,0.002303764919865982
ARW,6688144384.0,ARROW ELECTRONICS INC,Technology,5,7.475915161104273e-10,0.0005441676302670685
ASA,293592288.0,A S A BERMUDA LTD,Financial Services,2,6.812168036239426e-09,0.02058703530745687
ASB,3198418688.0,ADVANSOURCE BIOMATERIALS CORP,Financial Services,3,9.379635040451589e-10,0.00283461706642566
ASH,4329924096.0,ASHLAND GLOBAL HOLDINGS INC,Basic Materials,208,4.803779359369167e-08,0.2321136068664629
ATHM,3386140416.0,AT HOME CORP,Communication Services,3,8.859644407611004e-10,9.439879251277986e-05
ATI,5450089472.0,A T I INC,Industrials,1,1.834832263098671e-10,0.0016251928037512397
ATO,17050310656.0,ATMOS ENERGY CORP,Utilities,1,5.864995777353184e-11,0.0006552926545505577
ATR,8287128576.0,APTARGROUP INC,Healthcare,16,1.9307049303346055e-09,0.004632024011270497
AVA,2697808128.0,AVISTA CORP,Utilities,5,1.8533564148265476e-09,0.020707446194412792
AVNT,3602698496.0,AVANT CORP,Basic Materials,4,1.1102788658115897e-09,0.005364751644317325
AVY,15927479296.0,AVERY DENNISON CORP,Consumer Cyclical,533,3.3464177858567784e-08,0.1561714121993382
AWK,25652381696.0,AMERICAN WATER WORKS CO INC,Utilities,1,3.8982735086774845e-11,0.0004355518899995203
AXL,1032478016.0,AMERICAN AXLE & MFG HLGDS INC,Consumer Cyclical,171,1.656209598171241e-07,0.7729237901425948
AXR,107798296.0,AMREP CORP,Real Estate,1,9.276584483302037e-09,0.004950580057542712
AYI,6275055616.0,ACUITY BRANDS INC,Industrials,56,8.924223692490058e-09,0.07904583114103006
AZO,45533593600.0,AUTOZONE INC,Consumer Cyclical,1,2.1961807117284062e-11,0.00010249187792544559
B,1517713280.0,BARNES GROUP INC,Industrials,62,4.085093068435166e-08,0.3618349203355967
BA,159877267456.0,BOEING CO,Industrials,4074,2.5482046727632557e-08,0.22570585769329368
BAC,265901309952.0,BANK OF AMERICA CORP,Financial Services,56,2.1060445324661625e-10,0.0006364671704853041
BALL,18423037952.0,BALL CORP,Consumer Cyclical,55,2.985392536415484e-09,0.013932300095697745
BAX,19633438720.0,BAXTER INTERNATIONAL INC,Healthcare,663,3.376891890693715e-08,0.08101623440950692
BB,2555348736.0,BLACKBERRY LTD,Technology,1278,5.001274315303475e-07,0.3640399247217043
BBWI,9317807104.0,BATH & BODY WORKS INC,Consumer Cyclical,1,1.0732138891034936e-10,0.000500849981617955
BBY,16654418944.0,BEST BUY COMPANY INC,Consumer Cyclical,2,1.2008824845375524e-10,0.0005604306619702685
BC,6550271488.0,BRUNSWICK CORP,Consumer Cyclical,520,7.938602254160492e-08,0.3704805568990465
BCC,4644279296.0,BOISE CASCADE CORP,Basic Materials,7,1.5072306280177685e-09,0.0072827811453594835
BCE,35295879168.0,B C E INC,Communication Services,27,7.649618209391077e-10,8.150606152205702e-05
BCO,3908633600.0,BRINKS CO,Industrials,1,2.558438836528448e-10,0.0022661234324176083
BDC,3160715776.0,BELDEN C D T INC,Technology,15,4.745760474224937e-09,0.003454412169509748
BDX,68828889088.0,BECTON DICKINSON & CO,Healthcare,790,1.1477738642417416e-08,0.027536657803816138
BE,3181495552.0,BEARINGPOINT INC,Industrials,2,6.286351708845639e-10,0.005568102199059616
BFH,1647148672.0,BREAD FINANCIAL HOLDINGS INC,Financial Services,1,6.071097387862266e-10,0.0018347447628130817
BG,15223276544.0,BUNGE LTD,Consumer Defensive,2,1.3137776182541113e-10,0.004862606521374523
BHC,2658619648.0,BAUSCH HEALTH COMPANIES INC,Healthcare,8,3.009080296994781e-09,0.0072191933467043055
BHE,994811328.0,BENCHMARK ELECTRONICS INC,Technology,1,1.0052157347367881e-09,0.0007316908398383823
BHP,167707918336.0,B H P BILLITON LTD,Basic Materials,26,1.5503143952874924e-10,0.0007490957413881611
BIO,8920030208.0,BIO RAD LABORATORIES INC,Healthcare,1056,1.1838524930699428e-07,0.28402233233806784
BK,39707242496.0,BANK NEW YORK INC,Financial Services,3,7.55529674542928e-11,0.0002283284264701303
BLD,11916166144.0,BALDWIN TECHNOLOGY CO INC,Industrials,1,8.39196086992726e-11,0.0007433134183140502
BLK,121836077056.0,BLACKROCK INC,Financial Services,8,6.566199596465116e-11,0.0001984369472524933
BMI,4482445824.0,BADGER METER INC,Technology,22,4.908034779183981e-09,0.00357253071697833
BMY,103548928000.0,BRISTOL MYERS SQUIBB CO,Healthcare,1665,1.6079355258994087e-08,0.03857656261979981
BN,59864272896.0,BANTA CORP,Financial Services,4,6.681781647877112e-11,0.00020192994942253462
BNL,3378522624.0,BUNZL PLC,Real Estate,1,2.9598736231520347e-10,0.0001579578276681347
BNS,56282898432.0,B N S CO,Financial Services,1,1.7767386326206746e-11,5.369477201281251e-05
BOOT,2334881024.0,LACROSSE FOOTWEAR INC,Consumer Cyclical,1,4.2828734728712243e-10,0.001998741464249465
BORR,1776586368.0,BORROR CORP,Energy,1,5.628772223023159e-10,0.022661733180048514
BOX,3691724800.0,B O C GROUP PLC,Technology,279,7.557443068345722e-08,0.05501020004582973
BP,99394740224.0,B P AMOCO PLC,Energy,265,2.6661370551679626e-09,0.10734008087683115
BRW,322373600.0,BROADWING INC,Financial Services,86,2.667712244426963e-07,0.8062086236567788
BSM,3406053888.0,B S D MEDICAL CORP DE,Energy,3,8.807846553953288e-10,0.035460853732911475
BSX,81760534528.0,BOSTON SCIENTIFIC CORP,Healthcare,1494,1.827287466532352e-08,0.043839114343612345
BTI,66640982016.0,B A T INDUSTRIES PLC,Consumer Defensive,40,6.00231250949998e-10,0.022216000292963695
BUD,124366766080.0,ANHEUSER BUSCH COS INC,Consumer Defensive,3,2.412219996192732e-11,0.0008928205596974972
BW,155506240.0,BRUSH ENGINEERED MATERIALS INC,Industrials,19,1.221815921984867e-07,1.082216878269329
BWA,8194017792.0,BORG WARNER AUTOMOTIVE INC,Consumer Cyclical,559,6.822050112531657e-08,0.31837303897664637
BYD,5997967872.0,BOYD GAMING CORP,Consumer Cyclical,1,1.667231337914042e-10,0.0007780674415653239
CACI,7086631936.0,CACI INTERNATIONAL INC,Technology,1,1.4111075741354828e-10,0.00010271372107917198
CAE,6623281664.0,C A E INC,Industrials,6,9.058953407662296e-10,0.008023919234332107
CAG,14018801664.0,CONAGRA BRANDS INC,Consumer Defensive,35,2.496647062914036e-09,0.09240690449445742
CAH,24767567872.0,CARDINAL HEALTH INC,Healthcare,4,1.6150152573204585e-10,0.00038746415016302293
CAL,1075716608.0,CALERES INC,Consumer Cyclical,5,4.648064334802945e-09,0.021691695945062747
CALX,2827670272.0,CALIX INC,Technology,2,7.072960450177976e-10,0.0005148367850896701
CAT,145465933824.0,CATERPILLAR INC,Industrials,2342,1.609998945068196e-08,0.1426047902140693
CB,89786368000.0,CHUBB CORP,Financial Services,1,1.113754818548847e-11,3.365875540846605e-05
CBT,4518200320.0,CABOT CORP,Basic Materials,513,1.1354078253883174e-07,0.5486172155290205
CC,4518452736.0,CIRCUIT CITY STORES INC,Basic Materials,1,2.213146974035317e-10,0.0010693695281133704
CCI,48937463808.0,CROWN CASTLE INC,Real Estate,1,2.0434242443036576e-11,1.0905021488413262e-05
CCJ,19506569216.0,CAMECO CORP,Energy,3,1.5379434316616223e-10,0.006191841189055069
CCK,10865378304.0,CROWN CORK & SEAL CO INC,Consumer Cyclical,148,1.3621246850237604e-08,0.06356795512825537
CCRD,123820080.0,CONCORD COMMUNICATIONS,Technology,6,4.845740690847559e-08,0.035271872029079124
CCU,2423368960.0,CLEAR CHANNEL COMMUNICATIONS INC,Consumer Defensive,1,4.1264867896962746e-10,0.015273118749433478
CDE,1354439296.0,COEUR D ALENE MINES CORP ID,Basic Materials,6,4.42987738004908e-09,0.021404705331728155
CDP,2917302016.0,CONSOLIDATED PAPERS INC,Real Estate,2,6.855649463205938e-10,0.00036586139624063274
